start_time,station_id,location_type,energy_delivered,session_duration_hr,charging_time_hr,utilization_rate,revenue,queue_proxy,hour,day_of_week,month,is_weekend,predicted_demand,recommended_price,current_revenue,dynamic_revenue,status,idle_time_hr,rush_hour,tou_period,utilization_band,util_multiplier,rush_multiplier,tou_multiplier,weekend_multiplier,idle_penalty,pricing_score,score_norm,new_dynamic_price,final_price,idle_rate_per_min,chargeable_idle_min,new_revenue,new_revenue_with_idle,baseline_revenue
2022-06-23 05:25:00,795,urban_public,37.91666667,5.083333333,,0.2772727272727273,23.550041668737,61,5.0,Thursday,6.0,0,44.66337567327903,16.5,568.7500000499999,625.625000055,Healthy,,0,normal,medium,1.0,1.0,1.0,1.0,0.0,1.0,0.2398081534772181,15.72,,0.0,,596.0500000524,596.0500000524,511.875000045
2022-06-25 07:40:00,974,urban_public,45.5,6.5,,0.3818181818181818,37.50747,84,7.0,Saturday,6.0,1,67.22240882272251,18.0,682.5,819.0,High Congestion,,0,normal,medium,1.0,1.0,1.0,1.1,0.0,1.1,0.3254539225762247,15.98,,0.5,,727.09,727.09,614.25
2018-07-16 16:42:42,2-39-78-367,workplace,3.876,6.546111111111111,1.2980555555555555,0.0540856481481481,58.14,39,16.0,Monday,7.0,0,4.165089999999998,12.0,58.14,46.512,Underutilized,5.248055555555556,0,solar_discount,low,0.8,1.0,0.9,1.0,71.22,0.7200000000000001,0.0,15.0,86.22,0.25,284.8833333333334,58.14,129.36,52.326
2022-07-15 00:25:00,1098,urban_public,53.625,1.0,,0.1272727272727272,54.6975,28,0.0,Friday,7.0,0,22.125912179054204,13.5,804.375,723.9375,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,815.63625,815.63625,723.9375
2022-06-22 23:30:00,1099,urban_public,2.333333333,0.333333333,,0.0181818181818181,1.84333333307,4,23.0,Wednesday,6.0,0,4.959541624018203,12.0,34.999999995,27.999999996,Underutilized,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,35.48999999493,35.48999999493,31.4999999955
2022-07-08 02:35:00,643,urban_public,6.75,0.333333333,,0.0181818181818181,6.4125,4,2.0,Friday,7.0,0,3.5631564992697533,12.0,101.25,81.0,Underutilized,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,102.6675,102.6675,91.125
2022-07-02 22:45:00,1093,urban_public,0.583333333,0.083333333,,0.0045454545454545,0.6999999996,1,22.0,Saturday,7.0,1,1.2537948813490345,12.0,8.749999995,6.999999996,Underutilized,,0,peak_grid,low,0.8,1.0,1.1,1.1,0.0,0.9680000000000002,0.2124015073655362,15.64,,0.0,,9.12333332812,9.12333332812,7.8749999955
2022-07-18 22:10:00,979,urban_public,1.75,0.25,,0.0136363636363636,1.75,3,22.0,Monday,7.0,0,3.352275623903404,12.0,26.25,21.0,Underutilized,,0,peak_grid,low,0.8,1.0,1.1,1.0,0.0,0.8800000000000001,0.1370332305584104,15.41,,0.0,,26.9675,26.9675,23.625
2022-06-23 20:20:00,589,urban_public,30.5,1.833333333,,0.1181818181818181,31.062725000000004,26,20.0,Thursday,6.0,0,73.48530026337212,13.5,457.5,411.75,Healthy,,1,peak_grid,low,0.8,1.3,1.1,1.0,0.0,1.144,0.3631380609797875,16.09,,1.0,,490.745,490.745,411.75
2022-07-03 14:05:00,309,urban_public,4.083333333,0.75,,0.0681818181818181,3.883249999683,15,14.0,Sunday,7.0,1,4.841232332964311,13.5,61.249999995,55.1249999955,Healthy,,0,solar_discount,low,0.8,1.0,0.9,1.1,0.0,0.7920000000000001,0.0616649537512847,15.18,,0.25,,61.98499999494,61.98499999494,55.1249999955
2022-06-23 20:10:00,343,urban_public,2.916666667,0.416666667,,0.0318181818181818,2.21666666692,7,20.0,Thursday,6.0,0,5.2958138556364,12.0,43.750000005,35.000000004,Underutilized,,1,peak_grid,low,0.8,1.3,1.1,1.0,0.0,1.144,0.3631380609797875,16.09,,1.0,,46.92916667203,46.92916667203,39.3750000045
2022-07-13 22:05:00,887,urban_public,8.75,1.25,,0.0681818181818181,6.125,15,22.0,Wednesday,7.0,0,17.239636646987382,13.5,131.25,118.125,Healthy,,0,peak_grid,low,0.8,1.0,1.1,1.0,0.0,0.8800000000000001,0.1370332305584104,15.41,,0.0,,134.8375,134.8375,118.125
2022-06-25 01:30:00,1083,urban_public,12.25,1.75,,0.0954545454545454,10.59625,21,1.0,Saturday,6.0,1,39.72098277653933,13.5,183.75,165.375,Healthy,,0,normal,low,0.8,1.0,1.0,1.1,0.0,0.8800000000000001,0.1370332305584104,15.41,,0.0,,188.7725,188.7725,165.375
2022-06-27 03:20:00,325,urban_public,9.666666667,0.75,,0.0545454545454545,9.505716666994449,12,3.0,Monday,6.0,0,16.498474758237816,12.0,145.000000005,116.000000004,Underutilized,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,147.03000000507,147.03000000507,130.50000000449998
2022-07-01 07:35:00,781,urban_public,30.83333333,1.0,,0.0636363636363636,27.170333330396,14,7.0,Friday,7.0,0,9.404385620862316,13.5,462.49999995,416.249999955,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.5,,468.9749999493,468.9749999493,416.249999955
2022-07-04 03:10:00,724,urban_public,28.91666667,4.166666667,,0.2545454545454545,29.0251041700125,56,3.0,Monday,7.0,0,28.76708844164243,15.0,433.75000005,433.75000005,Healthy,,0,normal,medium,1.0,1.0,1.0,1.0,0.0,1.0,0.2398081534772181,15.72,,0.0,,454.5700000524,454.5700000524,390.375000045
2022-06-19 19:05:00,783,urban_public,0.583333333,0.083333333,,0.0045454545454545,0.6999999996,1,19.0,Sunday,6.0,1,1.466243408542349,12.0,8.749999995,6.999999996,Underutilized,,1,peak_grid,low,0.8,1.3,1.1,1.1,0.0,1.2584000000000002,0.461116820829051,16.38,,1.0,,9.55499999454,9.55499999454,7.8749999955
2022-06-22 12:45:00,708,urban_public,190.25,1.056944444,,0.059090909090909,178.20083339675,13,12.0,Wednesday,6.0,0,45.908836627122,12.0,2853.75,2283.0,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,2853.75,2853.75,2568.375
2022-07-15 09:20:00,741,urban_public,2.916666667,0.25,,0.0136363636363636,2.7902777790688886,3,9.0,Friday,7.0,0,3.143770158317705,12.0,43.750000005,35.000000004,Underutilized,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.5,,44.36250000507,44.36250000507,39.3750000045
2022-07-15 10:50:00,330,urban_public,6.797777778,0.971111111,,0.0545454545454545,6.52586666688,12,10.0,Friday,7.0,0,54.24383198362286,12.0,101.96666667,81.573333336,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,101.96666667,101.96666667,91.770000003
2022-06-25 16:15:00,1060,urban_public,2.333333333,0.333333333,,0.0181818181818181,2.75333333294,4,16.0,Saturday,6.0,1,7.083471883558546,12.0,34.999999995,27.999999996,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.1,0.0,0.7920000000000001,0.0616649537512847,15.18,,0.25,,35.41999999494,35.41999999494,31.4999999955
2022-07-03 18:35:00,969,urban_public,7.583333333,1.083333333,,0.059090909090909,8.538833332958,13,18.0,Sunday,7.0,1,15.572388525595796,12.0,113.749999995,90.999999996,Underutilized,,1,peak_grid,low,0.8,1.3,1.1,1.1,0.0,1.2584000000000002,0.461116820829051,16.38,,1.0,,124.21499999454,124.21499999454,102.3749999955
2022-07-13 06:35:00,577,urban_public,3.5,0.416666667,,0.0227272727272727,4.2,5,6.0,Wednesday,7.0,0,4.154161491733649,12.0,52.5,42.0,Underutilized,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.5,,53.235,53.235,47.25
2022-07-15 10:30:00,656,urban_public,2.916666667,0.416666667,,0.0227272727272727,3.5000000004,5,10.0,Friday,7.0,0,7.470610744751153,12.0,43.750000005,35.000000004,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,43.750000005,43.750000005,39.3750000045
2022-07-08 11:55:00,849,urban_public,2.916666667,0.416666667,,0.0363636363636363,3.00416666701,8,11.0,Friday,7.0,0,15.902436814402131,12.0,43.750000005,35.000000004,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,43.750000005,43.750000005,39.3750000045
2022-06-20 05:45:00,732,urban_public,50.58333333,0.5,,0.1318181818181818,29.67555557046112,29,5.0,Monday,6.0,0,52.30328055293701,13.5,758.7499999500001,682.874999955,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,769.3724999493,769.3724999493,682.874999955
2022-07-14 19:40:00,123,urban_public,4.083333333,0.583333333,,0.0318181818181818,2.2186111095688887,7,19.0,Thursday,7.0,0,13.585532073199252,12.0,61.249999995,48.999999996,Underutilized,,1,peak_grid,low,0.8,1.3,1.1,1.0,0.0,1.144,0.3631380609797875,16.09,,1.0,,65.70083332796999,65.70083332796999,55.1249999955
2022-07-07 05:45:00,1090,urban_public,2.041666667,0.333333333,,0.0272727272727272,2.57250000042,6,5.0,Thursday,7.0,0,2.8466562428643987,12.0,30.625000005,24.500000004,Underutilized,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,31.05375000507,31.05375000507,27.5625000045
2022-07-04 02:05:00,1166,urban_public,12.83333333,1.833333333,,0.109090909090909,13.3466666632,24,2.0,Monday,7.0,0,32.32121645907836,13.5,192.49999995,173.249999955,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,195.1949999493,195.1949999493,173.249999955
2022-07-16 10:55:00,1160,urban_public,0.291666667,0.083333333,,0.0045454545454545,0.2012500002299999,1,10.0,Saturday,7.0,1,1.718840452186862,12.0,4.375000005,3.500000004,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.1,0.0,0.7920000000000001,0.0616649537512847,15.18,,0.25,,4.42750000506,4.42750000506,3.9375000045
2022-07-02 08:00:00,842,urban_public,19.25,2.75,,0.1909090909090909,18.25285,42,8.0,Saturday,7.0,1,134.88622977827828,15.0,288.75,288.75,Healthy,,0,normal,low,0.8,1.0,1.0,1.1,0.0,0.8800000000000001,0.1370332305584104,15.41,,0.5,,296.6425,296.6425,259.875
2022-06-21 08:25:00,216,urban_public,3.5,0.5,,0.0272727272727272,3.0216666655,6,8.0,Tuesday,6.0,0,8.40138455598762,12.0,52.5,42.0,Underutilized,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.5,,53.235,53.235,47.25
2022-07-03 23:25:00,728,urban_public,3.5,0.25,,0.0136363636363636,3.5,3,23.0,Sunday,7.0,1,2.939993958142681,12.0,52.5,42.0,Underutilized,,0,normal,low,0.8,1.0,1.0,1.1,0.0,0.8800000000000001,0.1370332305584104,15.41,,0.0,,53.935,53.935,47.25
2022-07-12 17:30:00,110,urban_public,3.5,0.5,,0.0363636363636363,3.5525,8,17.0,Tuesday,7.0,0,7.684933963131007,12.0,52.5,42.0,Underutilized,,1,normal,low,0.8,1.3,1.0,1.0,0.0,1.04,0.2740664611168207,15.82,,1.0,,55.370000000000005,55.370000000000005,47.25
2022-06-29 17:35:00,1093,urban_public,1.166666667,0.166666667,,0.009090909090909,1.4000000004000002,2,17.0,Wednesday,6.0,0,2.19963243153286,12.0,17.500000005,14.000000004,Underutilized,,1,normal,low,0.8,1.3,1.0,1.0,0.0,1.04,0.2740664611168207,15.82,,1.0,,18.456666671940003,18.456666671940003,15.750000004500002
2022-07-04 21:35:00,638,urban_public,2.333333333,0.333333333,,0.0181818181818181,2.333333333,4,21.0,Monday,7.0,0,5.633392452262058,12.0,34.999999995,27.999999996,Underutilized,,1,peak_grid,low,0.8,1.3,1.1,1.0,0.0,1.144,0.3631380609797875,16.09,,1.0,,37.54333332797,37.54333332797,31.4999999955
2022-06-20 19:55:00,1075,urban_public,2.333333333,0.333333333,,0.0181818181818181,3.12666666622,4,19.0,Monday,6.0,0,5.041164158085493,12.0,34.999999995,27.999999996,Underutilized,,1,peak_grid,low,0.8,1.3,1.1,1.0,0.0,1.144,0.3631380609797875,16.09,,1.0,,37.54333332797,37.54333332797,31.4999999955
2022-06-25 21:20:00,589,urban_public,16.7975,1.333333333,,0.0818181818181818,16.056898225,18,21.0,Saturday,6.0,1,15.06230308021145,13.5,251.9625,226.76625,Healthy,,1,peak_grid,low,0.8,1.3,1.1,1.1,0.0,1.2584000000000002,0.461116820829051,16.38,,1.0,,275.14305,275.14305,226.76625
2022-07-02 13:45:00,987,urban_public,0.0,0.0,,0.0045454545454545,0.0,1,13.0,Saturday,7.0,1,0.0,12.0,0.0,0.0,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.1,0.0,0.7920000000000001,0.0616649537512847,15.18,,0.25,,0.0,0.0,0.0
2022-06-24 11:35:00,502,urban_public,6.708333333,0.833333333,,0.0727272727272727,6.936416666322,16,11.0,Friday,6.0,0,8.318295434560772,13.5,100.624999995,90.5624999955,Healthy,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,100.624999995,100.624999995,90.5624999955
2022-07-13 12:40:00,982,urban_public,3.694444444,0.527777778,,0.0409090909090909,3.19569444406,9,12.0,Wednesday,7.0,0,25.969272407964,12.0,55.41666666,44.333333328,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,55.41666666,55.41666666,49.874999994
2022-07-17 01:40:00,332,urban_public,20.125,2.916666667,,0.2136363636363636,17.76663750575,47,1.0,Sunday,7.0,1,20.67582744265124,15.0,301.875,301.875,Healthy,,0,normal,medium,1.0,1.0,1.0,1.1,0.0,1.1,0.3254539225762247,15.98,,0.0,,321.5975,321.5975,271.6875
2022-07-18 13:15:00,322,urban_public,144.0,3.083333333,,0.1818181818181818,122.4,40,13.0,Monday,7.0,0,58.53698709518422,15.0,2160.0,2160.0,Healthy,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,2160.0,2160.0,1944.0
2022-07-18 07:10:00,325,urban_public,10.83333333,0.916666667,,0.0818181818181818,11.4546249964755,18,7.0,Monday,7.0,0,9.826532474808682,13.5,162.49999995000002,146.249999955,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.5,,164.77499994930002,164.77499994930002,146.249999955
2022-07-15 15:10:00,1144,urban_public,2.041666667,0.333333333,,0.0454545454545454,2.070833333088095,10,15.0,Friday,7.0,0,5.577214619362391,12.0,30.625000005,24.500000004,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,30.625000005,30.625000005,27.5625000045
2022-06-22 14:20:00,1106,urban_public,1.166666667,0.166666667,,0.009090909090909,1.2352083336862505,2,14.0,Wednesday,6.0,0,2.314120150784472,12.0,17.500000005,14.000000004,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,17.500000005,17.500000005,15.750000004500002
2022-07-02 23:10:00,849,urban_public,1.166666667,0.25,,0.0272727272727272,1.2016666670100002,6,23.0,Saturday,7.0,1,1.52674768368376,12.0,17.500000005,14.000000004,Underutilized,,0,normal,low,0.8,1.0,1.0,1.1,0.0,0.8800000000000001,0.1370332305584104,15.41,,0.0,,17.97833333847,17.97833333847,15.750000004500002
2022-07-08 17:40:00,1110,urban_public,0.583333333,0.083333333,,0.0045454545454545,0.6766666662799999,1,17.0,Friday,7.0,0,1.0114419107412895,12.0,8.749999995,6.999999996,Underutilized,,1,normal,low,0.8,1.3,1.0,1.0,0.0,1.04,0.2740664611168207,15.82,,1.0,,9.22833332806,9.22833332806,7.8749999955
2022-06-20 18:05:00,732,urban_public,31.16666667,0.416666667,,0.1272727272727272,34.69888888221111,28,18.0,Monday,6.0,0,25.239547621751512,13.5,467.50000005,420.750000045,Healthy,,1,peak_grid,low,0.8,1.3,1.1,1.0,0.0,1.144,0.3631380609797875,16.09,,1.0,,501.4716667203,501.4716667203,420.750000045
2022-07-04 13:15:00,589,urban_public,31.0,0.833333333,,0.0909090909090909,30.610950000000003,20,13.0,Monday,7.0,0,8.909631171648623,13.5,465.0,418.5,Healthy,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,465.0,465.0,418.5
2022-06-26 02:00:00,1090,urban_public,1.166666667,0.166666667,,0.0181818181818181,1.4700000004200002,4,2.0,Sunday,6.0,1,2.995796328863289,12.0,17.500000005,14.000000004,Underutilized,,0,normal,low,0.8,1.0,1.0,1.1,0.0,0.8800000000000001,0.1370332305584104,15.41,,0.0,,17.97833333847,17.97833333847,15.750000004500002
2022-06-22 18:25:00,1032,urban_public,110.0,0.583333333,,0.0318181818181818,125.4,7,18.0,Wednesday,6.0,0,12.55482518887981,12.0,1650.0,1320.0,Underutilized,,1,peak_grid,low,0.8,1.3,1.1,1.0,0.0,1.144,0.3631380609797875,16.09,,1.0,,1769.9,1769.9,1485.0
2022-06-25 09:30:00,699,urban_public,42.75,1.833333333,,0.1136363636363636,37.85370001425,25,9.0,Saturday,6.0,1,20.00410696076482,13.5,641.25,577.125,Healthy,,0,normal,low,0.8,1.0,1.0,1.1,0.0,0.8800000000000001,0.1370332305584104,15.41,,0.5,,658.7775,658.7775,577.125
2022-06-27 07:10:00,852,urban_public,1.166666667,0.166666667,,0.009090909090909,0.84000000024,2,7.0,Monday,6.0,0,2.057120089961202,12.0,17.500000005,14.000000004,Underutilized,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.5,,17.745000005070004,17.745000005070004,15.750000004500002
2022-07-01 02:15:00,781,urban_public,31.41666667,1.083333333,,0.0681818181818181,17.631033335204002,15,2.0,Friday,7.0,0,16.66923297192753,13.5,471.25000005,424.125000045,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,477.8475000507,477.8475000507,424.125000045
2022-06-21 13:35:00,109,urban_public,2.916666667,0.416666667,,0.0227272727272727,2.928333333668,5,13.0,Tuesday,6.0,0,4.85112587219886,12.0,43.750000005,35.000000004,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,43.750000005,43.750000005,39.3750000045
2022-06-19 08:20:00,346,urban_public,121.75,0.833333333,,0.2136363636363636,104.30079,47,8.0,Sunday,6.0,1,119.90382500363336,15.0,1826.25,1826.25,Healthy,,0,normal,medium,1.0,1.0,1.0,1.1,0.0,1.1,0.3254539225762247,15.98,,0.5,,1945.565,1945.565,1643.625
2022-07-11 18:35:00,966,urban_public,24.41055556,3.362222222,,0.1818181818181818,21.221490840684364,40,18.0,Monday,7.0,0,66.82523811515912,15.0,366.1583334,366.1583334,Healthy,,1,peak_grid,low,0.8,1.3,1.1,1.0,0.0,1.144,0.3631380609797875,16.09,,1.0,,392.7658389604,392.7658389604,329.54250006
2022-06-24 06:30:00,982,urban_public,7.583333333,1.083333333,,0.0863636363636363,6.559583333045,19,6.0,Friday,6.0,0,9.068327741254206,13.5,113.749999995,102.3749999955,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.5,,115.34249999493,115.34249999493,102.3749999955
2022-06-28 04:20:00,1115,urban_public,7.0,1.083333333,,0.0681818181818181,6.566,15,4.0,Tuesday,6.0,0,17.622956442438007,13.5,105.0,94.5,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,106.47,106.47,94.5
2022-07-18 04:20:00,324,urban_public,10.5,1.583333333,,0.1409090909090909,10.1976,31,4.0,Monday,7.0,0,16.23661914814965,15.0,157.5,157.5,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,159.705,159.705,141.75
2022-07-04 23:40:00,107,urban_public,9.916666667,1.416666667,,0.1045454545454545,9.18643939064212,23,23.0,Monday,7.0,0,21.4481382800772,13.5,148.750000005,133.87500000449998,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,150.83250000507,150.83250000507,133.87500000449998
2022-07-12 07:35:00,704,urban_public,23.04166667,3.916666667,,0.2272727272727272,22.408020836575,50,7.0,Tuesday,7.0,0,46.54520928471651,15.0,345.62500005000004,345.62500005000004,Healthy,,0,normal,medium,1.0,1.0,1.0,1.0,0.0,1.0,0.2398081534772181,15.72,,0.5,,362.21500005240006,362.21500005240006,311.06250004500004
2022-07-08 03:00:00,746,urban_public,30.91666667,4.416666667,,0.2818181818181818,24.468333322721428,62,3.0,Friday,7.0,0,30.34413194345434,16.5,463.75000005,510.125000055,Healthy,,0,normal,medium,1.0,1.0,1.0,1.0,0.0,1.0,0.2398081534772181,15.72,,0.0,,486.0100000524,486.0100000524,417.375000045
2022-07-02 10:20:00,1164,urban_public,14.19444444,2.277777778,,0.1772727272727272,13.582309023525,39,10.0,Saturday,7.0,1,29.038334133726675,15.0,212.9166666,212.9166666,Healthy,,0,solar_discount,low,0.8,1.0,0.9,1.1,0.0,0.7920000000000001,0.0616649537512847,15.18,,0.25,,215.4716665992,215.4716665992,191.62499994
2022-07-14 09:05:00,335,urban_public,45.0,5.083333333,,0.3409090909090909,48.81315789000001,75,9.0,Thursday,7.0,0,43.09373240807777,18.0,675.0,810.0,High Congestion,,0,normal,medium,1.0,1.0,1.0,1.0,0.0,1.0,0.2398081534772181,15.72,,0.5,,707.4,707.4,607.5
2022-06-28 10:15:00,343,urban_public,5.25,0.75,,0.0409090909090909,3.99,9,10.0,Tuesday,6.0,0,9.175283424675978,12.0,78.75,63.0,Underutilized,,0,solar_discount,low,0.8,1.0,0.9,1.0,0.0,0.7200000000000001,0.0,15.0,,0.25,,78.75,78.75,70.875
2022-06-29 23:15:00,1160,urban_public,0.0,0.0,,0.0045454545454545,0.0,1,23.0,Wednesday,6.0,0,0.0,12.0,0.0,0.0,Underutilized,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,0.0,0.0,0.0
2022-07-18 03:10:00,1043,urban_public,5.833333333,1.25,,0.0954545454545454,5.2499999997,21,3.0,Monday,7.0,0,8.161643073012131,13.5,87.499999995,78.74999999549999,Healthy,,0,normal,low,0.8,1.0,1.0,1.0,0.0,0.8,0.0685166152792051,15.21,,0.0,,88.72499999493,88.72499999493,78.74999999549999
